,summary_date_iso,campaign_name,impressions,clicks,installs,spend,CPI,CTR
246,2022-07-29T00:00:00,Super campaign 16,1186670,33272,86,183.39425,213.24912790697675,2.8038123488417166
247,2022-07-29T00:00:00,Super campaign 6,1363644,11740,90,29.9,33.22222222222222,0.8609285121336654
248,2022-07-30T00:00:00,Super campaign 10,0,0,0,0.0,,
249,2022-07-30T00:00:00,Super campaign 16,1309234,36508,110,212.5396,193.2178181818182,2.788500756931152
250,2022-07-30T00:00:00,Super campaign 4,0,0,2,0.0,0.0,
251,2022-07-30T00:00:00,Super campaign 6,1664490,16718,106,29.25,27.594339622641513,1.0043917356067025
252,2022-07-30T00:00:00,Super campaign 9,0,0,2,0.0,0.0,
253,2022-07-31T00:00:00,Super campaign 10,0,0,0,0.0,,
254,2022-07-31T00:00:00,Super campaign 16,1086188,34170,78,164.58975,211.0125,3.1458642518606355
255,2022-07-31T00:00:00,Super campaign 6,1124080,21316,96,35.75,37.23958333333333,1.896306312717956
256,2022-07-31T00:00:00,Super campaign 9,0,0,2,0.0,0.0,
